ID,State,Farm,Date_of_colleciton,Status,RectTemp,Name,value,alpha,animal
Dairy185,NY,Farm4,5/20/21,Healthy,102,Dairy 185,0.553425231,Pielou_e,calf
Dairy186,NY,Farm4,5/20/21,Healthy,101.5,Dairy 186,0.688403266,Pielou_e,Cow
Dairy187,NY,Farm4,5/20/21,Healthy,102,Dairy 187,0.639035426,Pielou_e,calf
Dairy188,NY,Farm4,5/20/21,BRD,103.2,Dairy 188,0.658695973,Pielou_e,calf
Dairy189,NY,Farm4,5/20/21,BRD,101.2,Dairy 189,0.489871595,Pielou_e,Cow
Dairy190,NY,Farm4,5/20/21,BRD,103,Dairy 190,0.518317469,Pielou_e,Cow
Dairy191,NY,Farm4,5/20/21,BRD,102.5,Dairy 191,0.526310483,Pielou_e,Cow
Dairy192,NY,Farm4,5/20/21,BRD,102.4,Dairy 192,0.642253465,Pielou_e,Cow
Dairy193,NY,Farm4,5/20/21,BRD,101.4,Dairy 193,0.689446647,Pielou_e,Cow
Dairy194,NY,Farm4,5/20/21,BRD,102,Dairy 194,0.554015394,Pielou_e,Cow
Dairy195,NY,Farm4,5/20/21,BRD,100.1,Dairy 195,0.693121702,Pielou_e,Cow
Dairy196,NY,Farm4,5/20/21,BRD,103.9,Dairy 196,0.587426767,Pielou_e,Cow
Dairy197,NY,Farm4,5/20/21,BRD,102,Dairy 197,0.569178719,Pielou_e,calf
Dairy198,NY,Farm4,5/20/21,BRD,102.3,Dairy 198,0.59575066,Pielou_e,calf
Dairy199,NY,Farm4,5/20/21,BRD,102.5,Dairy 199,0.61087819,Pielou_e,calf
Dairy200,NY,Farm4,5/20/21,BRD,101.8,Dairy 200,0.585973045,Pielou_e,Cow
Dairy201,NY,Farm4,5/20/21,BRD,102.9,Dairy 201,0.564222069,Pielou_e,calf
Dairy202,NY,Farm4,5/20/21,BRD,102.6,Dairy 202,0.536736397,Pielou_e,calf
Dairy203,NY,Farm4,5/20/21,BRD,102.8,Dairy 203,0.571707761,Pielou_e,calf
Dairy204,TX,Farm1,1/1/22,BRD,101.6,Dairy 204,0.487129557,Pielou_e,calf
Dairy205,TX,Farm1,1/1/22,BRD,100.5,Dairy 205,0.373438005,Pielou_e,calf
Dairy206,TX,Farm1,1/1/22,BRD,102.9,Dairy 206,0.571115091,Pielou_e,calf
Dairy207,TX,Farm1,1/1/22,Healthy,101.9,Dairy 207,0.690798268,Pielou_e,calf
Dairy208,TX,Farm1,1/1/22,Healthy,102.7,Dairy 208,0.766840548,Pielou_e,calf
Dairy209,TX,Farm1,1/1/22,Healthy,101.5,Dairy 209,0.764038481,Pielou_e,calf
Dairy210,TX,Farm1,1/1/22,BRD,102.1,Dairy 210,0.767688419,Pielou_e,calf
Dairy213,TX,Farm1,1/1/22,Healthy,101.4,Dairy 213,0.792632826,Pielou_e,calf
Dairy214,TX,Farm1,1/1/22,BRD,102.6,Dairy 214,0.733045578,Pielou_e,calf
Dairy215,TX,Farm1,1/1/22,BRD,102.3,Dairy 215,0.6566028,Pielou_e,calf
Dairy216,TX,Farm1,1/1/22,Healthy,101.9,Dairy 216,0.440680693,Pielou_e,calf
Dairy217,TX,Farm1,1/1/22,Healthy,101.7,Dairy 217,0.377589464,Pielou_e,calf
Dairy218,TX,Farm1,1/1/22,BRD,102.3,Dairy 218,0.417825347,Pielou_e,calf
Dairy220,TX,Farm1,1/1/22,Healthy,100.6,Dairy 220,0.75098546,Pielou_e,calf
Dairy221,TX,Farm1,1/1/22,Healthy,101.9,Dairy 221,0.54144658,Pielou_e,calf
Dairy222,TX,Farm1,1/1/22,BRD,105.1,Dairy 222,0.513788576,Pielou_e,calf
Dairy223,TX,Farm1,1/1/22,Healthy,101.7,Dairy 223,0.80844126,Pielou_e,calf
Dairy224,TX,Farm1,1/1/22,BRD,101.7,Dairy 224,0.618373293,Pielou_e,calf
Dairy225,TX,Farm1,1/1/22,BRD,97.8,Dairy 225,0.687438145,Pielou_e,calf
Dairy226,TX,Farm1,1/1/22,Healthy,101.2,Dairy 226,0.80987062,Pielou_e,calf
Dairy227,TX,Farm1,1/1/22,Healthy,102.1,Dairy 227,0.484593709,Pielou_e,calf
Dairy228,TX,Farm1,1/1/22,BRD,101.4,Dairy 228,0.498609053,Pielou_e,calf
Dairy231,TX,Farm1,1/1/22,Healthy,102,Dairy 231,0.594749859,Pielou_e,calf
Dairy232,TX,Farm1,1/1/22,BRD,101,Dairy 232,0.605640503,Pielou_e,calf
Dairy233,TX,Farm1,1/1/22,Healthy,102,Dairy 233,0.414400643,Pielou_e,calf
Dairy237,TX,Farm1,1/1/22,Healthy,102.3,Dairy 237,0.816014289,Pielou_e,calf
Dairy238,TX,Farm1,1/1/22,BRD,102.3,Dairy 238,0.73923516,Pielou_e,calf
Dairy239,TX,Farm1,1/1/22,Healthy,101.5,Dairy 239,0.645931273,Pielou_e,calf
Dairy240,TX,Farm1,1/1/22,BRD,102.1,Dairy 240,0.670518714,Pielou_e,calf
Dairy241,TX,Farm1,1/1/22,BRD,102.7,Dairy 241,0.731268272,Pielou_e,calf
Dairy243,TX,Farm1,1/1/22,Healthy,102.3,Dairy 243,0.807072178,Pielou_e,calf
Dairy244,TX,Farm1,1/1/22,BRD,101.7,Dairy 244,0.541822533,Pielou_e,calf
Dairy245,TX,Farm1,1/1/22,Healthy,103.3,Dairy 245,0.550477627,Pielou_e,calf
Dairy248,TX,Farm1,1/1/22,BRD,101.8,Dairy 248,0.449294863,Pielou_e,calf
Dairy249,TX,Farm1,1/1/22,Healthy,101.6,Dairy 249,0.621234939,Pielou_e,calf
Dairy250,TX,Farm1,1/1/22,BRD,101.9,Dairy 250,0.701489971,Pielou_e,calf
Dairy251,TX,Farm1,1/1/22,BRD,101.4,Dairy 251,0.831653405,Pielou_e,calf
Dairy252,TX,Farm1,1/1/22,Healthy,101.9,Dairy 252,0.572973373,Pielou_e,calf
Dairy253,TX,Farm1,1/1/22,Healthy,102.2,Dairy 253,0.741464331,Pielou_e,calf
Dairy255,TX,Farm1,1/1/22,Healthy,101.7,Dairy 255,0.347855931,Pielou_e,calf
Dairy256,TX,Farm1,1/1/22,BRD,102,Dairy 256,0.555652918,Pielou_e,calf
Dairy257,TX,Farm1,1/1/22,BRD,102.5,Dairy 257,0.635283499,Pielou_e,calf
Dairy258,TX,Farm1,1/1/22,Healthy,103.1,Dairy 258,0.779168476,Pielou_e,calf
Dairy285,TX,Farm1,1/1/22,Healthy,102.2,Dairy 285,0.654334384,Pielou_e,calf
Dairy286,TX,Farm1,1/1/22,BRD,102.3,Dairy 286,0.624537486,Pielou_e,calf
Dairy287,TX,Farm1,1/1/22,Healthy,102.2,Dairy 287,0.693500689,Pielou_e,calf
Dairy288,TX,Farm1,1/1/22,BRD,102.2,Dairy 288,0.621740231,Pielou_e,calf
Dairy289,TX,Farm1,1/1/22,Healthy,102.2,Dairy 289,0.44713324,Pielou_e,calf
Dairy290,TX,Farm1,1/1/22,BRD,101.2,Dairy 290,0.494374432,Pielou_e,calf
Dairy291,TX,Farm1,1/1/22,Healthy,102.9,Dairy 291,0.484478374,Pielou_e,calf
Dairy292,TX,Farm1,1/1/22,BRD,101.8,Dairy 292,0.677467308,Pielou_e,calf
Dairy294,TX,Farm1,1/1/22,BRD,101.6,Dairy 294,0.803288701,Pielou_e,calf
Dairy295,TX,Farm1,1/1/22,BRD,102,Dairy 295,0.695024617,Pielou_e,calf
Dairy296,TX,Farm1,1/1/22,BRD,102.5,Dairy 296,0.357847265,Pielou_e,calf
Dairy299,TX,Farm1,1/1/22,Healthy,102.8,Dairy 299,0.537664753,Pielou_e,calf
Dairy302,TX,Farm1,1/1/22,Healthy,101.5,Dairy 302,0.657295306,Pielou_e,calf
Dairy303,TX,Farm1,1/1/22,BRD,101.2,Dairy 303,0.386812556,Pielou_e,calf
Dairy304,TX,Farm1,1/1/22,BRD,102.1,Dairy 304,0.683689862,Pielou_e,calf
Dairy305,TX,Farm1,1/1/22,Healthy,102.2,Dairy 305,0.665087254,Pielou_e,calf
Dairy306,TX,Farm1,1/1/22,Healthy,102.2,Dairy 306,0.500035639,Pielou_e,calf
Dairy307,TX,Farm1,1/1/22,BRD,104.3,Dairy 307,0.386699421,Pielou_e,calf
Dairy308,TX,Farm1,1/1/22,Healthy,102.2,Dairy 308,0.534719505,Pielou_e,calf
Dairy309,TX,Farm1,1/1/22,BRD,101.7,Dairy 309,0.693700855,Pielou_e,calf
Dairy310,TX,Farm1,1/1/22,Healthy,100.5,Dairy 310,0.643270444,Pielou_e,calf
Dairy312,TX,Farm1,1/1/22,Healthy,102.2,Dairy 312,0.59343377,Pielou_e,calf
Dairy314,TX,Farm1,1/1/22,BRD,101.1,Dairy 314,0.708806274,Pielou_e,calf
Dairy315,TX,Farm1,1/1/22,Healthy,101.6,Dairy 315,0.769823158,Pielou_e,calf
Dairy261,TX,Farm1,1/1/22,Healthy,102.7,Dairy261,0.830084638,Pielou_e,calf
Dairy263,TX,Farm1,1/1/22,Healthy,101.8,Dairy263,0.754843504,Pielou_e,calf
Dairy264,TX,Farm1,1/1/22,BRD,102.8,Dairy264,0.55654986,Pielou_e,calf
Dairy265,TX,Farm1,1/1/22,Healthy,103,Dairy265,0.801141544,Pielou_e,calf
Dairy266,TX,Farm1,1/1/22,Healthy,102.1,Dairy266,0.528679999,Pielou_e,calf
Dairy268,TX,Farm1,1/1/22,Healthy,101.9,Dairy268,0.850463137,Pielou_e,calf
Dairy269,TX,Farm1,1/1/22,Healthy,101.7,Dairy269,0.824623876,Pielou_e,calf
Dairy270,TX,Farm1,1/1/22,BRD,102.3,Dairy270,0.588372315,Pielou_e,calf
Dairy271,TX,Farm1,1/1/22,BRD,104.8,Dairy271,0.369004465,Pielou_e,calf
Dairy273,TX,Farm1,1/1/22,BRD,103.8,Dairy273,0.636425598,Pielou_e,calf
Dairy275,TX,Farm1,1/1/22,Healthy,102.9,Dairy275,0.405232013,Pielou_e,calf
Dairy276,TX,Farm1,1/1/22,BRD,102.5,Dairy276,0.327967186,Pielou_e,calf
Dairy277,TX,Farm1,1/1/22,BRD,102.7,Dairy277,0.262410897,Pielou_e,calf
Dairy278,TX,Farm1,1/1/22,Healthy,102.2,Dairy278,0.374343371,Pielou_e,calf
Dairy279,TX,Farm1,1/1/22,Healthy,103.2,Dairy279,0.561905752,Pielou_e,calf
Dairy280,TX,Farm1,1/1/22,BRD,103.8,Dairy280,0.44779039,Pielou_e,calf
Dairy282,TX,Farm1,1/1/22,BRD,103,Dairy282,0.511582044,Pielou_e,calf
Dairy283,TX,Farm1,1/1/22,BRD,103,Dairy283,0.761543857,Pielou_e,calf
Dairy284,TX,Farm1,1/1/22,Healthy,102.2,Dairy284,0.569809352,Pielou_e,calf
Dairy317,CA,Farm2,07/14-15/2022,Healthy,104.8,Dairy 317,13.12243541,Faith PD,calf
Dairy318,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 318,7.491816624,Faith PD,calf
Dairy320,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 320,10.53750385,Faith PD,calf
Dairy321,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 321,9.936209416,Faith PD,calf
Dairy322,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 322,6.7810626,Faith PD,calf
Dairy323,CA,Farm2,07/14-15/2022,Healthy,103,Dairy 323,7.487315562,Faith PD,calf
Dairy324,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 324,7.111488346,Faith PD,calf
Dairy325,CA,Farm2,07/14-15/2022,Healthy,102.4,Dairy 325,6.539920214,Faith PD,calf
Dairy326,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 326,9.164863334,Faith PD,calf
Dairy327,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 327,6.82624076,Faith PD,calf
Dairy328,CA,Farm2,07/14-15/2022,Healthy,102.7,Dairy 328,6.812855039,Faith PD,calf
Dairy329,CA,Farm2,07/14-15/2022,Healthy,103.2,Dairy 329,8.42592322,Faith PD,calf
Dairy330,CA,Farm2,07/14-15/2022,Healthy,101.5,Dairy 330,6.838402534,Faith PD,calf
Dairy331,CA,Farm2,07/14-15/2022,Healthy,105.1,Dairy 331,6.438455096,Faith PD,calf
Dairy332,CA,Farm2,07/14-15/2022,Healthy,101.4,Dairy 332,7.131591486,Faith PD,calf
Dairy333,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 333,7.238165525,Faith PD,calf
Dairy334,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 334,7.357639436,Faith PD,calf
Dairy335,CA,Farm2,07/14-15/2022,Healthy,102.9,Dairy 335,6.928278423,Faith PD,calf
Dairy336,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 336,11.10744191,Faith PD,calf
Dairy337,CA,Farm2,07/14-15/2022,Healthy,103,Dairy 337,10.81669816,Faith PD,calf
Dairy338,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 338,5.643751656,Faith PD,calf
Dairy340,CA,Farm2,07/14-15/2022,Healthy,102.5,Dairy 340,5.529469228,Faith PD,calf
Dairy341,CA,Farm2,07/14-15/2022,Healthy,102,Dairy 341,5.920099992,Faith PD,calf
Dairy342,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 342,6.072156236,Faith PD,calf
Dairy343,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 343,5.17275538,Faith PD,calf
Dairy344,CA,Farm2,07/14-15/2022,Healthy,102.6,Dairy 344,9.212631457,Faith PD,calf
Dairy345,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 345,11.03742374,Faith PD,calf
Dairy346,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 346,9.56084137,Faith PD,calf
Dairy347,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 347,13.85134984,Faith PD,calf
Dairy348,CA,Farm2,07/14-15/2022,Healthy,102.7,Dairy 348,6.769519174,Faith PD,calf
Dairy349,CA,Farm2,07/14-15/2022,Healthy,103.8,Dairy 349,8.292023407,Faith PD,calf
Dairy351,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 351,5.547799229,Faith PD,calf
Dairy355,CA,Farm2,07/14-15/2022,Healthy,101.8,Dairy 355,7.825848363,Faith PD,calf
Dairy356,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 356,6.031724084,Faith PD,calf
Dairy357,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 357,5.696220959,Faith PD,calf
Dairy358,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 358,10.47525114,Faith PD,calf
Dairy359,CA,Farm2,07/14-15/2022,Healthy,100.9,Dairy 359,6.378251735,Faith PD,calf
Dairy360,CA,Farm2,07/14-15/2022,Healthy,101.4,Dairy 360,5.483058591,Faith PD,calf
Dairy361,CA,Farm2,07/14-15/2022,Healthy,102,Dairy 361,14.29689369,Faith PD,calf
Dairy362,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 362,5.45179999,Faith PD,calf
Dairy363,CA,Farm2,07/14-15/2022,Healthy,101.2,Dairy 363,5.668599724,Faith PD,calf
Dairy364,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 364,9.026951903,Faith PD,calf
Dairy365,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 365,8.644403777,Faith PD,calf
Dairy366,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 366,4.608330684,Faith PD,calf
Dairy367,CA,Farm2,07/14-15/2022,Healthy,101.8,Dairy 367,6.253141353,Faith PD,calf
Dairy368,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 368,17.03901524,Faith PD,calf
Dairy369,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 369,6.600463616,Faith PD,calf
Dairy370,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 370,7.976509237,Faith PD,calf
Dairy372,CA,Farm2,07/14-15/2022,BRD,100.8,Dairy 372,5.644456895,Faith PD,calf
Dairy373,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 373,9.338056932,Faith PD,calf
Dairy374,CA,Farm2,07/14-15/2022,BRD,102.9,Dairy 374,8.673556021,Faith PD,calf
Dairy375,CA,Farm2,07/14-15/2022,BRD,101.6,Dairy 375,10.62050629,Faith PD,calf
Dairy376,CA,Farm2,07/14-15/2022,BRD,101.8,Dairy 376,9.077368608,Faith PD,calf
Dairy377,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 377,9.312588042,Faith PD,calf
Dairy378,CA,Farm2,07/14-15/2022,BRD,101.5,Dairy 378,7.473533575,Faith PD,calf
Dairy379,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 379,11.9453552,Faith PD,calf
Dairy381,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 381,6.79470666,Faith PD,calf
Dairy382,CA,Farm2,07/14-15/2022,BRD,105,Dairy 382,5.505760343,Faith PD,calf
Dairy383,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 383,8.904166129,Faith PD,calf
Dairy384,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 384,8.630139696,Faith PD,calf
Dairy385,CA,Farm2,07/14-15/2022,BRD,102.4,Dairy 385,5.748818333,Faith PD,calf
Dairy386,CA,Farm2,07/14-15/2022,BRD,104.3,Dairy 386,8.64144533,Faith PD,calf
Dairy387,CA,Farm2,07/14-15/2022,BRD,102.1,Dairy 387,12.03905647,Faith PD,calf
Dairy388,CA,Farm2,07/14-15/2022,BRD,101.3,Dairy 388,10.92801745,Faith PD,calf
Dairy389,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 389,7.50334015,Faith PD,calf
Dairy390,CA,Farm2,07/14-15/2022,BRD,101.7,Dairy 390,6.003236503,Faith PD,calf
Dairy391,CA,Farm2,07/14-15/2022,BRD,102.5,Dairy 391,7.42838744,Faith PD,calf
Dairy392,CA,Farm2,07/14-15/2022,BRD,102,Dairy 392,6.395197965,Faith PD,calf
Dairy393,CA,Farm2,07/14-15/2022,BRD,102.3,Dairy 393,8.012968495,Faith PD,calf
Dairy394,CA,Farm2,07/14-15/2022,BRD,102.1,Dairy 394,9.439276208,Faith PD,calf
Dairy395,CA,Farm2,07/14-15/2022,BRD,101.7,Dairy 395,11.69579523,Faith PD,calf
Dairy396,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 396,17.12353971,Faith PD,calf
Dairy398,CA,Farm2,07/14-15/2022,BRD,103,Dairy 398,10.10713868,Faith PD,calf
Dairy401,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 401,13.74478724,Faith PD,calf
Dairy402,CA,Farm2,07/14-15/2022,BRD,101.9,Dairy 402,6.494307464,Faith PD,calf
Dairy403,CA,Farm2,07/14-15/2022,BRD,101.8,Dairy 403,9.73657518,Faith PD,calf
Dairy404,CA,Farm2,07/14-15/2022,BRD,101.7,Dairy 404,10.0442583,Faith PD,calf
Dairy405,CA,Farm2,07/14-15/2022,BRD,97.8,Dairy 405,5.744923506,Faith PD,calf
Dairy406,CA,Farm2,07/14-15/2022,BRD,102.1,Dairy 406,10.53599373,Faith PD,calf
Dairy407,CA,Farm2,07/14-15/2022,BRD,102.7,Dairy 407,13.97867424,Faith PD,calf
Dairy408,CA,Farm2,07/14-15/2022,BRD,102.6,Dairy 408,8.107514251,Faith PD,calf
Dairy409,CA,Farm2,07/14-15/2022,BRD,101.9,Dairy 409,10.47572269,Faith PD,calf
Dairy410,CA,Farm2,07/14-15/2022,BRD,101.5,Dairy 410,8.088775581,Faith PD,calf
Dairy411,CA,Farm2,07/14-15/2022,BRD,102.7,Dairy 411,6.324449658,Faith PD,calf
Dairy412,CA,Farm2,07/14-15/2022,BRD,101.9,Dairy 412,12.53499551,Faith PD,calf
Dairy413,CA,Farm2,07/14-15/2022,BRD,102.4,Dairy 413,9.256779468,Faith PD,calf
Dairy414,CA,Farm2,07/14-15/2022,BRD,103.8,Dairy 414,7.847214871,Faith PD,calf
Dairy415,CA,Farm2,07/14-15/2022,BRD,102.6,Dairy 415,6.429820328,Faith PD,calf
Dairy416,CA,Farm2,07/14-15/2022,BRD,100.6,Dairy 416,5.431020995,Faith PD,calf
Dairy417,CA,Farm2,07/14-15/2022,BRD,101.6,Dairy 417,7.393223967,Faith PD,calf
Dairy418,CA,Farm2,07/14-15/2022,BRD,102.8,Dairy 418,10.23441913,Faith PD,calf
Dairy419,CA,Farm2,07/14-15/2022,BRD,103.3,Dairy 419,11.1934661,Faith PD,calf
Dairy420,CA,Farm2,07/14-15/2022,BRD,102.6,Dairy 420,3.493880623,Faith PD,calf
Dairy421,CA,Farm2,07/14-15/2022,BRD,102.9,Dairy 421,11.90682186,Faith PD,calf
Dairy1,IN,Farm5,2/20/21,BRD,101.7,Dairy 1,25.52200658,Faith PD,calf
Dairy100,IN,Farm5,2/27/21,Healthy,,Dairy 100,19.21806102,Faith PD,calf
Dairy12,IN,Farm5,2/20/21,BRD,102.6,Dairy 12,16.46816492,Faith PD,calf
Dairy13,IN,Farm5,2/20/21,Healthy,,Dairy 13,23.51052167,Faith PD,Cow
Dairy14,IN,Farm5,2/20/21,BRD,101.8,Dairy 14,13.3554292,Faith PD,Cow
Dairy15,IN,Farm5,2/20/21,Healthy,,Dairy 15,17.40722825,Faith PD,calf
Dairy16,IN,Farm5,2/20/21,BRD,102.4,Dairy 16,22.54173465,Faith PD,calf
Dairy17,IN,Farm5,2/20/21,BRD,101.2,Dairy 17,23.487299,Faith PD,calf
Dairy18,IN,Farm5,2/20/21,BRD,102.7,Dairy 18,17.79429125,Faith PD,calf
Dairy19,IN,Farm5,2/20/21,BRD,102.3,Dairy 19,19.36572006,Faith PD,calf
Dairy20,IN,Farm5,2/20/21,BRD,101.5,Dairy 20,21.56262409,Faith PD,calf
Dairy21,IN,Farm5,2/20/21,BRD,104.1,Dairy 21,23.68268031,Faith PD,calf
Dairy22,IN,Farm5,2/20/21,BRD,102.7,Dairy 22,20.47868419,Faith PD,calf
Dairy23,IN,Farm5,2/20/21,BRD,103,Dairy 23,20.46243449,Faith PD,calf
Dairy24,IN,Farm5,2/20/21,BRD,102.3,Dairy 24,21.78651753,Faith PD,calf
Dairy25,IN,Farm5,2/20/21,BRD,102.4,Dairy 25,25.11198641,Faith PD,calf
Dairy26,IN,Farm5,2/20/21,BRD,102.5,Dairy 26,29.56760989,Faith PD,calf
Dairy27,IN,Farm5,2/20/21,BRD,103.2,Dairy 27,28.36244446,Faith PD,calf
Dairy28,IN,Farm5,2/20/21,BRD,102,Dairy 28,13.38749685,Faith PD,calf
Dairy29,IN,Farm5,2/20/21,BRD,102,Dairy 29,15.90732304,Faith PD,calf
Dairy3,IN,Farm5,2/20/21,BRD,100.5,Dairy 3,25.00612732,Faith PD,Cow
Dairy30,IN,Farm5,2/20/21,BRD,103.5,Dairy 30,14.93510218,Faith PD,calf
Dairy31,IN,Farm5,2/20/21,BRD,103.3,Dairy 31,12.75502293,Faith PD,calf
Dairy33,IN,Farm5,2/20/21,BRD,102.1,Dairy 33,11.1584995,Faith PD,calf
Dairy34,IN,Farm5,2/20/21,BRD,101.4,Dairy 34,12.33859895,Faith PD,calf
Dairy35,IN,Farm5,2/20/21,Healthy,102.3,Dairy 35,9.968399714,Faith PD,calf
Dairy36,IN,Farm5,2/20/21,BRD,103.3,Dairy 36,15.55994372,Faith PD,calf
Dairy38,IN,Farm5,2/20/21,Healthy,102.1,Dairy 38,26.44877154,Faith PD,calf
Dairy39,IN,Farm5,2/20/21,BRD,101.9,Dairy 39,13.54516088,Faith PD,calf
Dairy4,IN,Farm5,2/20/21,Healthy,,Dairy 4,21.02321724,Faith PD,calf
Dairy40,IN,Farm5,2/20/21,Healthy,101.3,Dairy 40,27.1970858,Faith PD,calf
Dairy41,IN,Farm5,2/20/21,Healthy,101.9,Dairy 41,19.09867176,Faith PD,calf
Dairy42,IN,Farm5,2/27/21,Healthy,101.8,Dairy 42,13.68773203,Faith PD,calf
Dairy43,IN,Farm5,2/27/21,Healthy,,Dairy 43,19.62412822,Faith PD,calf
Dairy44,IN,Farm5,2/27/21,Healthy,,Dairy 44,15.75313131,Faith PD,calf
Dairy45,IN,Farm5,2/27/21,Healthy,,Dairy 45,17.12355311,Faith PD,calf
Dairy46,IN,Farm5,2/27/21,Healthy,,Dairy 46,21.79116326,Faith PD,calf
Dairy47,IN,Farm5,2/27/21,BRD,104.5,Dairy 47,11.93130387,Faith PD,calf
Dairy48,IN,Farm5,2/27/21,Healthy,,Dairy 48,31.06153054,Faith PD,calf
Dairy49,IN,Farm5,2/27/21,BRD,103.4,Dairy 49,19.96862058,Faith PD,calf
Dairy50,IN,Farm5,2/27/21,BRD,102.1,Dairy 50,16.35354432,Faith PD,calf
Dairy51,IN,Farm5,2/27/21,BRD,103.4,Dairy 51,24.23274719,Faith PD,calf
Dairy52,IN,Farm5,2/27/21,Healthy,103.2,Dairy 52,31.6154811,Faith PD,calf
Dairy53,IN,Farm5,2/27/21,BRD,102.7,Dairy 53,6.871772125,Faith PD,calf
Dairy54,IN,Farm5,2/27/21,Healthy,102.6,Dairy 54,22.61827913,Faith PD,calf
Dairy55,IN,Farm5,2/27/21,Healthy,102.8,Dairy 55,19.46793527,Faith PD,calf
Dairy56,IN,Farm5,2/27/21,Healthy,102.7,Dairy 56,27.69804124,Faith PD,calf
Dairy57,IN,Farm5,2/27/21,BRD,102.6,Dairy 57,19.42037758,Faith PD,calf
Dairy58,IN,Farm5,2/27/21,BRD,102.3,Dairy 58,10.55115197,Faith PD,calf
Dairy59,IN,Farm5,2/27/21,Healthy,102.4,Dairy 59,21.08855976,Faith PD,calf
Dairy6,IN,Farm5,2/20/21,BRD,103.2,Dairy 6,6.057724954,Faith PD,Cow
Dairy61,IN,Farm5,2/27/21,Healthy,102.6,Dairy 61,22.79288536,Faith PD,calf
Dairy62,IN,Farm5,2/27/21,BRD,102.5,Dairy 62,21.16259147,Faith PD,calf
Dairy63,IN,Farm5,2/27/21,Healthy,103.5,Dairy 63,18.66678871,Faith PD,calf
Dairy65,IN,Farm5,2/27/21,BRD,102.1,Dairy 65,11.37686983,Faith PD,calf
Dairy66,IN,Farm5,2/27/21,Healthy,102.2,Dairy 66,29.32786267,Faith PD,calf
Dairy67,IN,Farm5,2/27/21,Healthy,102.5,Dairy 67,26.70010782,Faith PD,calf
Dairy68,IN,Farm5,2/27/21,BRD,102.3,Dairy 68,15.46162635,Faith PD,calf
Dairy69,IN,Farm5,2/27/21,Healthy,102.3,Dairy 69,19.51193353,Faith PD,calf
Dairy7,IN,Farm5,2/20/21,Healthy,,Dairy 7,20.61322414,Faith PD,calf
Dairy70,IN,Farm5,2/27/21,Healthy,102.8,Dairy 70,21.65777396,Faith PD,calf
Dairy71,IN,Farm5,2/27/21,Healthy,102.3,Dairy 71,23.99351023,Faith PD,calf
Dairy72,IN,Farm5,2/27/21,BRD,103.7,Dairy 72,15.56253285,Faith PD,calf
Dairy74,IN,Farm5,2/27/21,Healthy,102.8,Dairy 74,16.4673712,Faith PD,calf
Dairy75,IN,Farm5,2/27/21,Healthy,102,Dairy 75,26.51496617,Faith PD,calf
Dairy77,IN,Farm5,2/27/21,Healthy,101.9,Dairy 77,12.68385696,Faith PD,calf
Dairy78,IN,Farm5,2/27/21,BRD,101.9,Dairy 78,10.59021957,Faith PD,calf
Dairy79,IN,Farm5,2/27/21,BRD,102.6,Dairy 79,19.93155757,Faith PD,calf
Dairy8,IN,Farm5,2/20/21,BRD,104.3,Dairy 8,17.17038097,Faith PD,calf
Dairy80,IN,Farm5,2/27/21,BRD,102.1,Dairy 80,16.57681386,Faith PD,calf
Dairy81,IN,Farm5,2/27/21,Healthy,101,Dairy 81,10.24006529,Faith PD,calf
