Name,ID,Status,State,Farm,Date of colleciton,RectaTemp,16S copies,copy_log,copies,pre_abs,Bacteria,quality
Beef 564,Beef564,BRD,IN,Ault,12/2/20,103.8,620933353.5,6.677395818,4757686.459,1,H.somni,Dirty
Beef 565,Beef565,Healthy,IN,Ault,12/2/20,103,1148807162,7.316841689,20741572.99,1,H.somni,Dirty
Beef 566,Beef566,Healthy,IN,Ault,12/2/20,102,88328042.68,5.11224917,129493.858,1,H.somni,Dirty
Beef 567,Beef567,BRD,IN,Ault,12/2/20,102.7,1.50E+12,5.390952529,246009.8688,1,H.somni,Dirty
Beef 57,Beef57,BRD,TX,Cactus,3/22/21,105.7,12413239688,7.65754421,45451080.27,1,H.somni,Dirty
Beef 58,Beef58,BRD,TX,Cactus,3/23/21,104.9,4877435639,7.884227692,76599809.89,1,H.somni,Dirty
Beef 59,Beef59,Healthy,TX,Cactus,3/22/21,102.3,176590835.8,4.123808524,13298.67965,1,H.somni,Dirty
Beef 6,Beef6,BRD,TX,Cactus,3/9/21,105.5,233129209.1,6.795929207,6250707.943,1,H.somni,Dirty
Beef 60,Beef60,Healthy,TX,Cactus,3/24/21,101.1,116347,5.315312117,206686.503,1,H.somni,Dirty
Beef 61,Beef61,Healthy,TX,Cactus,3/23/21,102,678889315.5,6.113864505,1299764.002,1,H.somni,Dirty
Beef 63,Beef63,BRD,TX,Cactus,3/24/21,104.4,2.37E+11,7.418395918,26205709.22,1,H.somni,Dirty
Beef 64,Beef64,BRD,TX,Cactus,3/23/21,104.8,28090149.45,7.5473474,35265285.19,1,H.somni,Dirty
Beef 65,Beef65,Healthy,TX,Cactus,3/23/21,102.3,172190147.7,5.402580426,252685.5608,1,H.somni,Dirty
Beef 66 ,Beef66,Healthy,TX,Cactus,3/30/21,102.4,671295831,6.70140463,5028108.375,1,H.somni,Dirty
Beef 67,Beef67,Healthy,TX,Cactus,3/30/21,102.3,174632784.7,4.469819135,29499.80433,1,H.somni,Dirty
Beef 68,Beef68,Healthy,TX,Cactus,3/29/21,102.4,323068904,6.140595525,1382278.412,1,H.somni,Dirty
Beef 69,Beef69,BRD,TX,Cactus,3/30/21,105.5,8214788325,6.956844657,9054086.874,1,H.somni,Dirty
Beef 7,Beef7,BRD,TX,Cactus,3/8/21,107,5936663.61,7.28010273,19059114.96,1,H.somni,Dirty
Beef70,Beef70,BRD,TX,Cactus,3/29/21,105.5,743478926.7,6.622247489,4190322.885,1,H.somni,Dirty
Beef 71,Beef71,BRD,TX,Cactus,3/30/21,104,551265140.8,7.10032398,12598649.1,1,H.somni,Dirty
Beef 78,Beef78,BRD,CO,Five Rivers,4/9/21,105.4,262442154.6,3.360376914,2292.856708,1,H.somni,Dirty
Beef 79,Beef79,BRD,CO,Five Rivers,4/9/21,104.2,1504102009,7.141571727,13853889.76,1,H.somni,Dirty
Beef 8,Beef8,Healthy,TX,Cactus,3/10/21,102.7,75293082.68,6.106886361,1279046.58,1,H.somni,Dirty
Beef 80,Beef80,Healthy,CO,Five Rivers,4/9/21,103.1,1687040548,4.306192997,20239.18391,1,H.somni,Dirty
Beef 81,Beef81,BRD,CO,Five Rivers,4/9/21,105.4,2301994995,5.226060882,168290.9963,1,H.somni,Dirty
Beef 82,Beef82,BRD,CO,Five Rivers,4/9/21,104.4,10762635.78,5.999402644,998625.4814,1,H.somni,Dirty
Beef 83,Beef83,Healthy,CO,Five Rivers,4/9/21,103.3,420919757.4,5.977361773,949208.8377,1,H.somni,Dirty
Beef 84,Beef84,Healthy,CO,Five Rivers,4/9/21,103.3,3089231185,5.674337487,472430.0201,1,H.somni,Dirty
Beef 86,Beef86,Healthy,CO,Five Rivers,4/9/21,103.1,342551418.2,6.101831903,1264246.916,1,H.somni,Dirty
Beef 87,Beef87,BRD,CO,Five Rivers,4/9/21,104.7,285975197.2,6.78264646,6062426.134,1,H.somni,Dirty
Beef 88,Beef88,BRD,CO,Five Rivers,4/9/21,102.6,914626692.8,6.35838211,2282349.292,1,H.somni,Dirty
Beef 89,Beef89,Healthy,CO,Five Rivers,4/9/21,103.1,425211930,3.78755736,6131.367676,1,H.somni,Dirty
Beef 9,Beef9,BRD,TX,Cactus,3/11/21,104.4,413666687.7,7.463862545,29097960.16,1,H.somni,Dirty
Beef 90,Beef90,BRD,CO,Five Rivers,4/9/21,103.5,1710433687,6.896758746,7884220.218,1,H.somni,Dirty
Beef 91,Beef91,Healthy,CO,Five Rivers,4/9/21,103.6,1336070644,3.997924134,9952.315463,1,H.somni,Dirty
Beef 92,Beef92,Healthy,CO,Five Rivers,4/9/21,103.1,925632656.8,3.983763523,9633.043529,1,H.somni,Dirty
Beef 93 ,Beef93,Healthy,CO,Five Rivers,4/9/21,103.8,544171218.2,6.530342846,3391117.562,1,H.somni,Dirty
Beef 94,Beef94,Healthy,CO,Five Rivers,4/9/21,102.2,2249956009,4.274736157,18825.05079,1,H.somni,Dirty
Beef 95,Beef95,BRD,CO,Five Rivers,4/9/21,102.1,491950411.8,3.856502356,7186.25057,1,H.somni,Dirty
Beef 96,Beef96,BRD,CO,Five Rivers,4/9/21,103.6,2963835397,4.85729685,71994.09049,1,H.somni,Dirty
Beef 97,Beef97,BRD,CO,Five Rivers,4/9/21,102.7,1259444369,4.339762363,21865.64854,1,H.somni,Dirty
Beef 98,Beef98,BRD,CO,Five Rivers,4/9/21,102.4,781471154.5,6.300896885,1999387.095,1,H.somni,Dirty
Beef 99,Beef99,BRD,CO,Five Rivers,4/9/21,104,16807096387,7.16204861,14522741.58,1,H.somni,Dirty
Beef 1,Beef1,BRD,TX,Cactus,3/3/21,104,896285.11,4.983949991,96371.80455,1,M.bovis,Clean
Beef 10,Beef10,BRD,TX,Cactus,3/11/21,104.3,108862294.6,2.826074803,670,0,M.bovis,Clean
Beef 100,Beef100,BRD,CO,Five Rivers,4/9/21,103.5,708908723.9,2.826074803,670,0,M.bovis,Clean
Beef 101,Beef101,Healthy,CO,Five Rivers,4/9/21,101.8,975694806.1,2.826074803,670,0,M.bovis,Clean
Beef 102,Beef102,Healthy,CO,Five Rivers,4/9/21,103.5,366241103.5,2.826074803,670,0,M.bovis,Clean
Beef 103,Beef103,Healthy,CO,Five Rivers,4/9/21,103.5,549487827.8,2.826074803,670,0,M.bovis,Clean
Beef 104,Beef104,Healthy,CO,Five Rivers,4/9/21,104.1,1604281775,4.089532004,12289.43748,1,M.bovis,Clean
Beef 105,Beef105,Healthy,CO,Five Rivers,4/9/21,102.9,386423853.3,2.826074803,670,0,M.bovis,Clean
Beef 106,Beef106,Healthy,CO,Five Rivers,4/9/21,103.1,511125813.2,4.659670847,45674.1892,1,M.bovis,Clean
Beef 107,Beef107,BRD,CO,Five Rivers,4/9/21,,585885397.9,2.826074803,670,0,M.bovis,Clean
Beef 108,Beef108,Healthy,CO,Five Rivers,4/9/21,102.2,2209141947,2.826074803,670,0,M.bovis,Clean
Beef 109,Beef109,BRD,CO,Five Rivers,4/9/21,104,966761705.2,3.963528848,9194.515465,1,M.bovis,Clean
Beef 11,Beef11,Healthy,TX,Cactus,3/9/21,101.5,4334528.83,3.646246362,4428.395103,1,M.bovis,Clean
Beef 110,Beef110,BRD,CO,Five Rivers,4/9/21,107.2,515652261.3,2.826074803,670,0,M.bovis,Clean
Beef 111,Beef111,Healthy,CO,Five Rivers,4/9/21,103.5,2125238728,2.826074803,670,0,M.bovis,Clean
Beef 112,Beef112,BRD,CO,Five Rivers,4/9/21,105,780073474.2,5.779941788,602478.8253,1,M.bovis,Clean
Beef 114,Beef114,Healthy,CO,Five Rivers,4/9/21,102.6,2403325383,2.826074803,670,0,M.bovis,Clean
Beef 115,Beef115,BRD,CO,Five Rivers,4/9/21,103.6,1460348085,2.826074803,670,0,M.bovis,Clean
Beef 116,Beef116,BRD,CO,Five Rivers,4/9/21,106.2,3057265900,3.600323006,3984.033727,1,M.bovis,Clean
Beef 117,Beef117,BRD,CO,Five Rivers,4/9/21,104.9,969457833.3,6.086041929,1219107.292,1,M.bovis,Clean
Beef 118,Beef118,Healthy,CO,Five Rivers,4/9/21,103.1,1830894588,2.826074803,670,0,M.bovis,Clean
Beef 119,Beef119,BRD,CO,Five Rivers,4/9/21,104.2,640162247.7,4.40450228,25380.62309,1,M.bovis,Clean
Beef 12,Beef12,Healthy,TX,Cactus,3/10/21,102,230,2.826074803,670,0,M.bovis,Clean
Beef 120,Beef120,BRD,CO,Five Rivers,4/9/21,103.8,2796747653,6.628468646,4250780.169,1,M.bovis,Clean
Beef 121,Beef121,Healthy,CO,Five Rivers,4/9/21,102.1,1960800672,3.53276666,3410.096426,1,M.bovis,Clean
Beef 122,Beef122,Healthy,CO,Five Rivers,4/9/21,102.2,1217961546,2.826074803,670,0,M.bovis,Clean
Beef 123,Beef123,Healthy,CO,Five Rivers,4/9/21,102,2649194217,3.445008759,2786.177359,1,M.bovis,Clean
Beef 124,Beef124,BRD,CO,Five Rivers,4/9/21,104.4,734271056.6,4.573862333,37485.41585,1,M.bovis,Clean
Beef 125,Beef125,BRD,CO,Five Rivers,4/9/21,104.1,157883497.2,5.686466716,485810.2977,1,M.bovis,Clean
Beef 126,Beef126,BRD,CO,Five Rivers,4/9/21,104,985680021.1,5.066833826,116636.3245,1,M.bovis,Clean
Beef 128,Beef128,Healthy,CO,Five Rivers,4/9/21,102.1,942990666.6,2.826074803,670,0,M.bovis,Clean
Beef 129,Beef129,BRD,CO,Five Rivers,4/9/21,102.6,281863098.7,3.759032753,5741.597619,1,M.bovis,Clean
Beef 13,Beef13,Healthy,TX,Cactus,3/10/21,101.9,230,2.826074803,670,0,M.bovis,Clean
Beef 130,Beef130,BRD,CO,Five Rivers,4/9/21,104,443703812.4,2.826074803,670,0,M.bovis,Clean
Beef 131,Beef131,Healthy,CO,Five Rivers,4/9/21,101.8,1063914059,3.646424772,4430.214685,1,M.bovis,Clean
Beef 132,Beef132,Healthy,CO,Five Rivers,4/9/21,103.6,410562001,2.826074803,670,0,M.bovis,Clean
Beef 133,Beef133,Healthy,CO,Five Rivers,4/9/21,,753883094.2,7.931790563,85465445.91,1,M.bovis,Clean
Beef 134,Beef134,Healthy,CO,Five Rivers,4/9/21,102.9,372828579,4.659976041,45706.29742,1,M.bovis,Clean
Beef 135,Beef135,Healthy,CO,Five Rivers,4/9/21,103.5,236582558.8,3.782714639,6063.377936,1,M.bovis,Clean
Beef 136,Beef136,BRD,CO,Five Rivers,4/9/21,105.3,609587059.5,3.366062893,2323.073194,1,M.bovis,Clean
Beef 137,Beef137,Healthy,CO,Five Rivers,4/9/21,102.2,1112212073,4.694855151,49528.49726,1,M.bovis,Clean
Beef 138,Beef138,BRD,CO,Five Rivers,4/9/21,105.6,2334035438,4.154475275,14271.68576,1,M.bovis,Clean
Beef 139,Beef139,Healthy,CO,Five Rivers,4/9/21,103.3,258379920.4,3.549097994,3540.772258,1,M.bovis,Clean
Beef 14,Beef14,BRD,TX,Cactus,3/8/21,105,230,2.826074803,670,0,M.bovis,Clean
Beef 140,Beef140,Healthy,CO,Five Rivers,4/9/21,102.2,251810823.1,3.831379677,6782.341875,1,M.bovis,Clean
Beef 141,Beef141,BRD,CO,Five Rivers,4/9/21,103.6,1104988471,2.826074803,670,0,M.bovis,Clean
Beef 142,Beef142,BRD,CO,Five Rivers,4/9/21,104.2,88880002.81,2.826074803,670,0,M.bovis,Clean
Beef 144,Beef144,BRD,CO,Five Rivers,4/9/21,104.1,833923168.4,3.46315198,2905.039083,1,M.bovis,Clean
Beef 145,Beef145,Healthy,CO,Five Rivers,4/9/21,102.6,278060454.7,4.029303909,10698.03239,1,M.bovis,Clean
Beef 146,Beef146,Healthy,CO,Five Rivers,4/9/21,103.6,103191994.2,2.826074803,670,0,M.bovis,Clean
Beef 147,Beef147,BRD,CO,Five Rivers,4/9/21,102.6,1270766339,6.93569381,8623703.386,1,M.bovis,Clean
Beef 148,Beef148,Healthy,CO,Five Rivers,4/9/21,104.7,323953842.3,4.490488499,30937.73383,1,M.bovis,Clean
Beef 149,Beef149,BRD,CO,Five Rivers,4/9/21,103.5,218228195.5,2.826074803,670,0,M.bovis,Clean
Beef 15,Beef15,Healthy,TX,Cactus,3/10/21,102.2,1428446133,2.826074803,670,0,M.bovis,Clean
Beef 150,Beef150,BRD,CO,Five Rivers,4/9/21,103.6,320414688.7,2.826074803,670,0,M.bovis,Clean
Beef 151,Beef151,BRD,CO,Five Rivers,4/9/21,105.4,21559674614,5.671685269,469553.7017,1,M.bovis,Clean
Beef 152,Beef152,BRD,CO,Five Rivers,4/9/21,107.1,90620169.2,2.826074803,670,0,M.bovis,Clean
Beef 153,Beef153,BRD,CO,Five Rivers,4/9/21,102.2,1283392024,4.029820539,10710.76619,1,M.bovis,Clean
Beef 154,Beef154,Healthy,CO,Five Rivers,4/9/21,102.6,2234629774,3.444988484,2786.047288,1,M.bovis,Clean
Beef 155,Beef155,Healthy,TX,Cactus,4/7/21,102.5,1828644507,2.826074803,670,0,M.bovis,Clean
Beef 156,Beef156,BRD,TX,Cactus,4/7/21,104.5,485096976.7,4.699353296,50044.14758,1,M.bovis,Clean
Beef 159,Beef159,Healthy,TX,Cactus,4/15/21,101.6,230,4.250146666,17788.80056,1,M.bovis,Clean
Beef 16,Beef16,Healthy,TX,Cactus,3/11/21,102.1,161766.89,2.826074803,670,0,M.bovis,Clean
Beef 160,Beef160,BRD,TX,Cactus,4/13/21,104.2,1014321244,2.826074803,670,0,M.bovis,Clean
Beef 161,Beef161,BRD,TX,Cactus,4/14/21,104.7,857593825.7,2.826074803,670,0,M.bovis,Clean
Beef 163,Beef163,BRD,TX,Cactus,4/13/21,105.2,5184214.69,3.308101857,2032.833722,1,M.bovis,Clean
Beef 164,Beef164,BRD,TX,Cactus,4/14/21,104,230,5.199132858,158173.1844,1,M.bovis,Clean
Beef 165,Beef165,Healthy,TX,Cactus,4/13/21,101.7,54894641.82,2.826074803,670,0,M.bovis,Clean
Beef 166,Beef166,BRD,TX,Cactus,4/14/21,104.2,16896187.63,2.826074803,670,0,M.bovis,Clean
Beef 167,Beef167,Healthy,TX,Cactus,4/14/21,101.5,25510440.96,2.826074803,670,0,M.bovis,Clean
Beef 168,Beef168,Healthy,TX,Cactus,4/14/21,102.3,3720886.29,2.826074803,670,0,M.bovis,Clean
Beef 169,Beef169,Healthy,TX,Cactus,4/13/21,102.5,6643490.16,2.826074803,670,0,M.bovis,Clean
Beef 17,Beef17,Healthy,TX,Cactus,3/8/21,103.8,230,2.826074803,670,0,M.bovis,Clean
Beef 170,Beef170,BRD,TX,Cactus,4/13/21,105.5,3068387.1,2.826074803,670,0,M.bovis,Clean
Beef 171,Beef171,Healthy,TX,Cactus,4/13/21,103,2509307.39,2.826074803,670,0,M.bovis,Clean
Beef 172,Beef172,Healthy,TX,Cactus,4/14/21,102.7,10905494.25,2.826074803,670,0,M.bovis,Clean
Beef 174,Beef174,BRD,TX,Cactus,4/13/21,104.8,12394605.87,2.826074803,670,0,M.bovis,Clean
Beef 176,Beef176,Healthy,TX,Cactus,4/13/21,101.5,18921323.21,2.826074803,670,0,M.bovis,Clean
Beef 178,Beef178,BRD,TX,Cactus,4/21/21,104.6,2466179.83,3.380490563,2401.544083,1,M.bovis,Clean
Beef 179,Beef179,Healthy,TX,Cactus,4/21/21,102.3,2661634.63,2.826074803,670,0,M.bovis,Clean
Beef 180,Beef180,BRD,TX,Cactus,4/27/21,104,12496540.18,2.826074803,670,0,M.bovis,Clean
Beef 181,Beef181,Healthy,TX,Cactus,4/27/21,103.2,5381862.25,3.758052206,5728.648906,1,M.bovis,Clean
Beef 183,Beef183,BRD,TX,Cactus,4/28/21,104,24733248.02,3.647237988,4438.518025,1,M.bovis,Clean
Beef 184,Beef184,Healthy,TX,Cactus,4/29/21,102.5,11498080.24,3.225796889,1681.887291,1,M.bovis,Clean
Beef 185,Beef185,BRD,TX,Cactus,4/29/21,104,24394525.11,3.569891151,3714.421213,1,M.bovis,Clean
Beef 186,Beef186,Healthy,TX,Cactus,4/29/21,102.9,12358166.82,2.826074803,670,0,M.bovis,Clean
Beef 187,Beef187,BRD,TX,Cactus,4/29/21,104,22771379.95,2.826074803,670,0,M.bovis,Clean
Beef 188,Beef188,Healthy,TX,Cactus,4/29/21,103,7096313.76,2.826074803,670,0,M.bovis,Clean
Beef 190,Beef190,Healthy,IN,Ault,4/7/21,101.8,224315487.3,2.826074803,670,0,M.bovis,Clean
Beef 191,Beef191,BRD,IN,Ault,4/7/21,102.7,4.41E+11,2.826074803,670,0,M.bovis,Clean
Beef 192,Beef192,BRD,IN,Ault,4/7/21,102.4,84030733827,2.826074803,670,0,M.bovis,Clean
Beef 193,Beef193,BRD,IN,Ault,4/7/21,102.9,11878623162,2.826074803,670,0,M.bovis,Clean
Beef 194,Beef194,Healthy,IN,Ault,4/7/21,103.6,1.45E+11,4.171560296,14844.3196,1,M.bovis,Clean
Beef 195,Beef195,BRD,IN,Ault,4/7/21,103.6,2.04E+11,6.042015056,1101577.498,1,M.bovis,Clean
Beef 196,Beef196,BRD,IN,Ault,4/7/21,103.8,1.85E+11,5.976567732,947474.9409,1,M.bovis,Clean
Beef 197,Beef197,Healthy,IN,Ault,4/7/21,101.8,2.36E+11,3.927620272,8464.869595,1,M.bovis,Clean
Beef 198,Beef198,Healthy,IN,Ault,4/7/21,103.4,1.26E+11,3.1692742,1476.638544,1,M.bovis,Clean
Beef 199,Beef199,Healthy,IN,Ault,4/7/21,103,12449358067,2.826074803,670,0,M.bovis,Clean
Beef 2,Beef2,BRD,TX,Cactus,3/4/21,104,9430713.31,4.98692487,97034.2089,1,M.bovis,Clean
Beef 200,Beef200,Healthy,IN,Ault,4/7/21,103.3,870000508.3,2.826074803,670,0,M.bovis,Clean
Beef 201,Beef201,BRD,IN,Ault,4/7/21,102.4,2.56E+11,2.826074803,670,0,M.bovis,Clean
Beef 202,Beef202,Healthy,IN,Ault,4/7/21,103.3,1.65E+11,5.656272497,453181.8388,1,M.bovis,Clean
Beef 21,Beef21,Healthy,TX,Cactus,3/11/21,103.1,230,2.826074803,670,0,M.bovis,Clean
Beef 210,Beef210,Healthy,IN,Ault,5/19/21,102.5,2.72E+11,4.900405491,79507.02274,1,M.bovis,Clean
Beef 211,Beef211,BRD,IN,Ault,5/19/21,103.7,3138017508,2.826074803,670,0,M.bovis,Clean
Beef 212,Beef212,BRD,IN,Ault,5/19/21,105.3,84834743833,5.192687288,155842.9959,1,M.bovis,Clean
Beef 213,Beef213,Healthy,IN,Ault,5/19/21,102,10709022.7,4.222133228,16677.58751,1,M.bovis,Clean
Beef 214,Beef214,BRD,IN,Ault,5/19/21,104.3,2.09E+11,3.802923288,6352.187195,1,M.bovis,Clean
Beef 215,Beef215,BRD,IN,Ault,5/19/21,103.1,230,6.436930156,2734828.873,1,M.bovis,Clean
Beef 216,Beef216,BRD,IN,Ault,5/19/21,103,3.74E+11,5.194174728,156377.6663,1,M.bovis,Clean
Beef 217,Beef217,Healthy,IN,Ault,5/19/21,102.8,3.08E+11,2.826074803,670,0,M.bovis,Clean
Beef 218,Beef218,BRD,IN,Ault,6/8/21,106.7,2.01E+11,4.994857878,98822.96465,1,M.bovis,Clean
Beef 219,Beef219,Healthy,IN,Ault,6/8/21,104.5,2.00E+11,5.809974545,645616.387,1,M.bovis,Clean
Beef 22,Beef22,BRD,TX,Cactus,3/10/21,104.6,230,2.826074803,670,0,M.bovis,Clean
Beef 220,Beef220,Healthy,IN,Ault,6/8/21,102.5,1985839434,2.826074803,670,0,M.bovis,Clean
Beef 221,Beef221,Healthy,IN,Ault,6/8/21,103.5,3.41E+11,3.665087258,4624.739319,1,M.bovis,Clean
Beef 222,Beef222,BRD,IN,Ault,6/8/21,103.8,2100504.78,3.768464281,5867.651079,1,M.bovis,Clean
Beef 224,Beef224,Healthy,IN,Ault,6/8/21,102.7,3.23E+11,3.359666415,2289.108693,1,M.bovis,Clean
Beef 225,Beef225,Healthy,IN,Ault,6/7/21,104.9,45429660.67,2.826074803,670,0,M.bovis,Clean
Beef 226,Beef226,Healthy,IN,Ault,6/7/21,104.1,234991182.6,2.826074803,670,0,M.bovis,Clean
Beef 227,Beef227,Healthy,IN,Ault,6/7/21,104.4,2457064.8,2.826074803,670,0,M.bovis,Clean
Beef 228,Beef228,BRD,IN,Ault,6/7/21,105,2.67E+11,6.123824211,1329915.999,1,M.bovis,Clean
Beef 229,Beef229,Healthy,IN,Ault,6/7/21,103.8,819132.59,2.826074803,670,0,M.bovis,Clean
Beef 23,Beef23,Healthy,TX,Cactus,3/8/21,102.9,230,2.826074803,670,0,M.bovis,Clean
Beef 230,Beef230,Healthy,IN,Ault,6/7/21,104.3,5636526.12,3.588732047,3879.109572,1,M.bovis,Clean
Beef 231,Beef231,BRD,IN,Ault,6/7/21,105.2,395251494.5,5.93888594,868732.2418,1,M.bovis,Clean
Beef 232,Beef232,BRD,IN,Ault,6/7/21,103.3,1769993.38,2.826074803,670,0,M.bovis,Clean
Beef 233,Beef233,Healthy,IN,Ault,6/7/21,103.8,334249620.3,3.585509262,3850.430265,1,M.bovis,Clean
Beef 24,Beef24,BRD,TX,Cactus,3/10/21,104.3,11756549.29,5.42324036,264996.6356,1,M.bovis,Clean
Beef 240,Beef240,BRD,IN,Ault,8/25/21,103.3,10452.89,2.826074803,670,0,M.bovis,Clean
Beef 241,Beef241,Healthy,IN,Ault,8/25/21,105.9,1.42E+11,2.826074803,670,0,M.bovis,Clean
Beef 242,Beef242,Healthy,IN,Ault,8/25/21,103.1,15312223131,4.896686893,78829.15896,1,M.bovis,Clean
Beef 243,Beef243,Healthy,IN,Ault,8/25/21,105.6,66591050805,2.826074803,670,0,M.bovis,Clean
Beef 244,Beef244,Healthy,IN,Ault,8/25/21,104.2,1.52E+11,5.537277363,344569.9211,1,M.bovis,Clean
Beef 245,Beef245,BRD,IN,Ault,8/25/21,105.3,1672063835,4.150736148,14149.33887,1,M.bovis,Clean
Beef 246,Beef246,Healthy,IN,Ault,9/30/21,103.3,3.26E+11,4.585812106,38531.16196,1,M.bovis,Clean
Beef 247,Beef247,Healthy,IN,Ault,9/30/21,104.2,1.12E+12,2.826074803,670,0,M.bovis,Clean
Beef 248,Beef248,BRD,IN,Ault,9/30/21,103.1,230,2.826074803,670,0,M.bovis,Clean
Beef 249,Beef249,BRD,ID,Boise Valley Feeders,10/1/21,105.4,478612514.9,3.304237363,2014.825146,1,M.bovis,Clean
Beef 25,Beef25,BRD,TX,Cactus,3/10/21,105.5,311700.24,5.039481054,109516.8777,1,M.bovis,Clean
Beef 250,Beef250,BRD,ID,Boise Valley Feeders,10/1/21,105.1,48701858.03,2.826074803,670,0,M.bovis,Clean
Beef 251,Beef251,BRD,ID,Boise Valley Feeders,10/1/21,105.3,41996583.69,5.751133507,563810.9515,1,M.bovis,Clean
Beef 252,Beef252,BRD,ID,Boise Valley Feeders,10/1/21,106.2,330367090,2.826074803,670,0,M.bovis,Clean
Beef 253,Beef253,BRD,ID,Boise Valley Feeders,10/1/21,105.7,237579456.5,5.795488073,624436.2017,1,M.bovis,Clean
Beef 254,Beef254,BRD,ID,Boise Valley Feeders,10/1/21,105.8,606200024.5,2.826074803,670,0,M.bovis,Clean
Beef 255,Beef255,BRD,ID,Boise Valley Feeders,10/1/21,104.4,41896880.35,2.826074803,670,0,M.bovis,Clean
Beef 256,Beef256,BRD,ID,Boise Valley Feeders,10/1/21,104.4,789981508.6,2.826074803,670,0,M.bovis,Clean
Beef 257,Beef257,BRD,ID,Boise Valley Feeders,10/1/21,105.2,41056771038,2.826074803,670,0,M.bovis,Clean
Beef 258,Beef258,BRD,ID,Boise Valley Feeders,10/1/21,106.9,35993675.36,2.826074803,670,0,M.bovis,Clean
Beef 259,Beef259,Healthy,ID,Boise Valley Feeders,10/6/21,,125071.16,2.826074803,670,0,M.bovis,Clean
Beef 26,Beef26,Healthy,TX,Cactus,3/10/21,102.9,18913797.17,2.826074803,670,0,M.bovis,Clean
Beef 260,Beef260,Healthy,ID,Boise Valley Feeders,10/6/21,,7060370.33,2.826074803,670,0,M.bovis,Clean
Beef 261,Beef261,Healthy,ID,Boise Valley Feeders,10/6/21,,359700.99,3.492781119,3110.148454,1,M.bovis,Clean
Beef 262,Beef262,Healthy,ID,Boise Valley Feeders,10/6/21,,19396.13,2.826074803,670,0,M.bovis,Clean
Beef 263,Beef263,Healthy,ID,Boise Valley Feeders,10/6/21,,2525738.02,2.826074803,670,0,M.bovis,Clean
Beef 266,Beef266,Healthy,ID,Boise Valley Feeders,10/6/21,,1346599.81,2.826074803,670,0,M.bovis,Clean
Beef 267,Beef267,Healthy,ID,Boise Valley Feeders,10/6/21,,246897.94,2.826074803,670,0,M.bovis,Clean
Beef 268,Beef268,Healthy,ID,Boise Valley Feeders,10/6/21,,1032926.32,2.826074803,670,0,M.bovis,Clean
Beef 269,Beef269,BRD,ID,Boise Valley Feeders,10/6/21,107.7,33169.27,2.826074803,670,0,M.bovis,Clean
Beef 27,Beef27,BRD,TX,Cactus,3/11/21,105.3,611101263.8,4.583333041,38311.84268,1,M.bovis,Clean
Beef 270,Beef270,BRD,ID,Boise Valley Feeders,10/6/21,106.4,67643.56,2.826074803,670,0,M.bovis,Clean
Beef 271,Beef271,BRD,ID,Boise Valley Feeders,10/6/21,104.1,1262093.9,2.826074803,670,0,M.bovis,Clean
Beef 272,Beef272,BRD,ID,Boise Valley Feeders,10/6/21,105.3,1144214.74,2.826074803,670,0,M.bovis,Clean
Beef 273,Beef273,BRD,ID,Boise Valley Feeders,10/6/21,105.1,107554.27,2.826074803,670,0,M.bovis,Clean
Beef 274,Beef274,BRD,ID,Boise Valley Feeders,10/6/21,106.4,35968.16,4.894897,78504.94254,1,M.bovis,Clean
Beef 275,Beef275,BRD,ID,Boise Valley Feeders,10/6/21,105.5,651123.28,5.505102719,319965.1803,1,M.bovis,Clean
Beef 276,Beef276,BRD,ID,Boise Valley Feeders,10/6/21,104.3,4735852.42,2.826074803,670,0,M.bovis,Clean
Beef 277,Beef277,BRD,ID,Boise Valley Feeders,10/6/21,104.2,91406.23,4.463433658,29069.23872,1,M.bovis,Clean
Beef 278,Beef278,BRD,ID,Boise Valley Feeders,10/6/21,107.2,19276.38,5.352221716,225020.3088,1,M.bovis,Clean
Beef 279,Beef279,BRD,ID,Boise Valley Feeders,10/6/21,105.5,1187672.55,2.826074803,670,0,M.bovis,Clean
Beef 28,Beef28,BRD,TX,Cactus,3/8/21,105.4,62313906.88,6.870022862,7413492.665,1,M.bovis,Clean
Beef 280,Beef280,BRD,ID,Boise Valley Feeders,10/6/21,105,10492693.55,2.826074803,670,0,M.bovis,Clean
Beef 281,Beef281,BRD,ID,Boise Valley Feeders,10/6/21,106.1,1453456.11,2.826074803,670,0,M.bovis,Clean
Beef 282,Beef282,BRD,ID,Boise Valley Feeders,10/6/21,106.3,764386.67,3.789727251,6162.078852,1,M.bovis,Clean
Beef 283,Beef283,BRD,ID,Boise Valley Feeders,10/6/21,106.3,120157.29,3.984735031,9654.616576,1,M.bovis,Clean
Beef 284,Beef284,BRD,ID,Boise Valley Feeders,10/6/21,104.5,236680.54,3.570116219,3716.346667,1,M.bovis,Clean
Beef 285,Beef285,BRD,ID,Boise Valley Feeders,10/6/21,106.1,776204.21,3.527059047,3365.573245,1,M.bovis,Clean
Beef 286,Beef286,Healthy,ID,Boise Valley Feeders,10/6/21,,54975.3,2.826074803,670,0,M.bovis,Clean
Beef 287,Beef287,Healthy,ID,Boise Valley Feeders,10/6/21,,859546.66,2.826074803,670,0,M.bovis,Clean
Beef 288,Beef288,Healthy,ID,Boise Valley Feeders,10/6/21,,1658893.5,2.826074803,670,0,M.bovis,Clean
